image_id,bbox
1x12_22.jpg,"[0, 0.43017578125, 0.52734375, 0.3486328125, 0.35546875]"
1x12_23.jpg,"[0, 0.4130859375, 0.67041015625, 0.162109375, 0.2705078125]"
1x12_24.jpg,"[0, 0.42138671875, 0.6748046875, 0.1748046875, 0.275390625]"
1x13_0.jpg,"[0, 0.2861328125, 0.55078125, 0.166015625, 0.205078125]"
1x13_1.jpg,"[0, 0.498046875, 0.50146484375, 0.19140625, 0.2001953125]"
1x13_2.jpg,"[0, 0.34326171875, 0.47314453125, 0.1220703125, 0.1982421875]"
1x13_3.jpg,"[0, 0.650390625, 0.4501953125, 0.095703125, 0.185546875]"
1x13_4.jpg,"[0, 0.650390625, 0.4501953125, 0.095703125, 0.185546875]"
1x13_5.jpg,"[0, 0.32373046875, 0.52294921875, 0.1650390625, 0.2177734375]"
1x13_6.jpg,"[0, 0.3427734375, 0.474609375, 0.123046875, 0.19921875]"
1x13_7.jpg,"[0, 0.64599609375, 0.4384765625, 0.1103515625, 0.193359375]"
1x13_8.jpg,"[0, 0.3408203125, 0.49609375, 0.14453125, 0.205078125]"
1x13_9.jpg,"[0, 0.3369140625, 0.35693359375, 0.181640625, 0.2041015625]"
1x13_10.jpg,"[0, 0.76513671875, 0.7197265625, 0.2158203125, 0.27734375]"
1x13_11.jpg,"[0, 0.6337890625, 0.4150390625, 0.13671875, 0.203125]"
1x13_12.jpg,"[0, 0.86572265625, 0.52685546875, 0.2060546875, 0.2451171875]"
1x13_13.jpg,"[0, 0.13427734375, 0.490234375, 0.1572265625, 0.189453125]"
1x13_14.jpg,"[0, 0.65478515625, 0.4677734375, 0.1162109375, 0.1953125]"
1x13_15.jpg,"[0, 0.3427734375, 0.4765625, 0.125, 0.19921875]"
1x13_16.jpg,"[0, 0.650390625, 0.4501953125, 0.095703125, 0.185546875]"
1x13_17.jpg,"[0, 0.65478515625, 0.345703125, 0.2021484375, 0.216796875]"
1x13_18.jpg,"[0, 0.6142578125, 0.39013671875, 0.166015625, 0.2080078125]"
1x13_19.jpg,"[0, 0.650390625, 0.4501953125, 0.095703125, 0.185546875]"
1x13_20.jpg,"[0, 0.2041015625, 0.4453125, 0.19921875, 0.236328125]"
1x13_21.jpg,"[0, 0.61865234375, 0.36669921875, 0.1806640625, 0.2197265625]"
1x13_22.jpg,"[0, 0.60986328125, 0.34423828125, 0.1943359375, 0.2353515625]"
1x13_23.jpg,"[0, 0.62158203125, 0.39794921875, 0.1572265625, 0.2080078125]"
1x13_24.jpg,"[0, 0.658203125, 0.2158203125, 0.2421875, 0.275390625]"
1x14_0.jpg,"[0, 0.7578125, 0.6728515625, 0.220703125, 0.265625]"
1x14_1.jpg,"[0, 0.6689453125, 0.7607421875, 0.142578125, 0.228515625]"
1x14_2.jpg,"[0, 0.4248046875, 0.8017578125, 0.208984375, 0.26171875]"
1x14_3.jpg,"[0, 0.474609375, 0.69677734375, 0.232421875, 0.2724609375]"
1x14_4.jpg,"[0, 0.560546875, 0.8046875, 0.216796875, 0.263671875]"
1x14_5.jpg,"[0, 0.6826171875, 0.75146484375, 0.154296875, 0.2353515625]"
1x14_6.jpg,"[0, 0.451171875, 0.80712890625, 0.22265625, 0.2666015625]"
1x14_7.jpg,"[0, 0.40185546875, 0.79541015625, 0.1962890625, 0.2568359375]"
1x14_8.jpg,"[0, 0.37646484375, 0.78564453125, 0.1787109375, 0.2490234375]"
1x14_9.jpg,"[0, 0.29638671875, 0.74755859375, 0.1787109375, 0.2548828125]"
1x14_10.jpg,"[0, 0.568359375, 0.83203125, 0.263671875, 0.30078125]"
1x14_11.jpg,"[0, 0.6796875, 0.759765625, 0.146484375, 0.234375]"
1x14_12.jpg,"[0, 0.330078125, 0.7607421875, 0.142578125, 0.228515625]"
1x14_13.jpg,"[0, 0.2236328125, 0.64404296875, 0.236328125, 0.2685546875]"
1x14_14.jpg,"[0, 0.43115234375, 0.66064453125, 0.2470703125, 0.2939453125]"
1x14_15.jpg,"[0, 0.73876953125, 0.6044921875, 0.3642578125, 0.390625]"
1x14_16.jpg,"[0, 0.31103515625, 0.779296875, 0.1474609375, 0.236328125]"
1x14_17.jpg,"[0, 0.57275390625, 0.80224609375, 0.2099609375, 0.2626953125]"
1x14_18.jpg,"[0, 0.34130859375, 0.84521484375, 0.3818359375, 0.3095703125]"
1x14_19.jpg,"[0, 0.57177734375, 0.828125, 0.2451171875, 0.26171875]"
1x14_20.jpg,"[0, 0.5693359375, 0.80078125, 0.236328125, 0.236328125]"
1x14_21.jpg,"[0, 0.65869140625, 0.76708984375, 0.1513671875, 0.2333984375]"
1x14_22.jpg,"[0, 0.79296875, 0.64990234375, 0.23046875, 0.2626953125]"
1x14_23.jpg,"[0, 0.6689453125, 0.7607421875, 0.142578125, 0.228515625]"
1x14_24.jpg,"[0, 0.2783203125, 0.71826171875, 0.1875, 0.2529296875]"
1x15_0.jpg,"[0, 0.71240234375, 0.53662109375, 0.2080078125, 0.2802734375]"
1x15_1.jpg,"[0, 0.30517578125, 0.5185546875, 0.2099609375, 0.25390625]"
1x15_2.jpg,"[0, 0.314453125, 0.56103515625, 0.173828125, 0.2470703125]"
1x15_3.jpg,"[0, 0.3984375, 0.666015625, 0.20703125, 0.25390625]"
1x15_4.jpg,"[0, 0.3154296875, 0.56396484375, 0.169921875, 0.2451171875]"
1x15_5.jpg,"[0, 0.34423828125, 0.6181640625, 0.1396484375, 0.232421875]"
1x15_6.jpg,"[0, 0.33544921875, 0.60498046875, 0.1220703125, 0.2236328125]"
1x15_7.jpg,"[0, 0.3994140625, 0.6669921875, 0.208984375, 0.25390625]"
1x15_8.jpg,"[0, 0.677734375, 0.57861328125, 0.154296875, 0.2392578125]"
1x15_9.jpg,"[0, 0.67626953125, 0.57421875, 0.1650390625, 0.248046875]"
1x15_10.jpg,"[0, 0.55810546875, 0.4912109375, 0.2919921875, 0.345703125]"
1x15_11.jpg,"[0, 0.68359375, 0.564453125, 0.169921875, 0.24609375]"
1x15_12.jpg,"[0, 0.6015625, 0.66552734375, 0.20703125, 0.2548828125]"
1x15_13.jpg,"[0, 0.3740234375, 0.3515625, 0.302734375, 0.3125]"
1x15_14.jpg,"[0, 0.3935546875, 0.6630859375, 0.203125, 0.25390625]"
1x15_15.jpg,"[0, 0.68505859375, 0.51953125, 0.2158203125, 0.263671875]"
1x15_16.jpg,"[0, 0.6591796875, 0.611328125, 0.130859375, 0.228515625]"
1x15_17.jpg,"[0, 0.92626953125, 0.68408203125, 0.1474609375, 0.3154296875]"
1x15_18.jpg,"[0, 0.310546875, 0.3369140625, 0.220703125, 0.29296875]"
1x15_19.jpg,"[0, 0.91357421875, 0.6591796875, 0.1728515625, 0.23046875]"
1x15_20.jpg,"[0, 0.73828125, 0.42333984375, 0.291015625, 0.3232421875]"
1x15_21.jpg,"[0, 0.74609375, 0.6064453125, 0.154296875, 0.265625]"
1x15_22.jpg,"[0, 0.30517578125, 0.51904296875, 0.2099609375, 0.2548828125]"
1x15_23.jpg,"[0, 0.30615234375, 0.52392578125, 0.2060546875, 0.2548828125]"
1x15_24.jpg,"[0, 0.66357421875, 0.60498046875, 0.1220703125, 0.2236328125]"
1x16_0.jpg,"[0, 0.490234375, 0.34228515625, 0.22265625, 0.2900390625]"
1x16_1.jpg,"[0, 0.65966796875, 0.546875, 0.1181640625, 0.228515625]"
1x16_2.jpg,"[0, 0.3603515625, 0.58740234375, 0.177734375, 0.2470703125]"
1x16_3.jpg,"[0, 0.662109375, 0.5234375, 0.138671875, 0.232421875]"
1x16_4.jpg,"[0, 0.6220703125, 0.609375, 0.205078125, 0.25]"
1x16_5.jpg,"[0, 0.66357421875, 0.48876953125, 0.1787109375, 0.2470703125]"
1x16_6.jpg,"[0, 0.88232421875, 0.38916015625, 0.1318359375, 0.2470703125]"
1x16_7.jpg,"[0, 0.29638671875, 0.64404296875, 0.1787109375, 0.2685546875]"
1x16_8.jpg,"[0, 0.2509765625, 0.53173828125, 0.314453125, 0.3369140625]"
1x16_9.jpg,"[0, 0.34033203125, 0.54052734375, 0.1162109375, 0.2216796875]"
1x16_10.jpg,"[0, 0.50537109375, 0.3583984375, 0.1884765625, 0.25390625]"
1x16_11.jpg,"[0, 0.6591796875, 0.54052734375, 0.115234375, 0.2216796875]"
1x16_12.jpg,"[0, 0.17236328125, 0.5009765625, 0.2412109375, 0.28515625]"
1x16_13.jpg,"[0, 0.37890625, 0.48974609375, 0.12890625, 0.2470703125]"
1x16_14.jpg,"[0, 0.65625, 0.5498046875, 0.12890625, 0.228515625]"
1x16_15.jpg,"[0, 0.6591796875, 0.54052734375, 0.115234375, 0.2216796875]"
1x16_16.jpg,"[0, 0.65869140625, 0.541015625, 0.1162109375, 0.22265625]"
1x16_17.jpg,"[0, 0.33544921875, 0.5107421875, 0.1533203125, 0.23828125]"
1x16_18.jpg,"[0, 0.34033203125, 0.54052734375, 0.1162109375, 0.2216796875]"
1x16_19.jpg,"[0, 0.33544921875, 0.51171875, 0.1533203125, 0.23828125]"
1x16_20.jpg,"[0, 0.35107421875, 0.57080078125, 0.1572265625, 0.2412109375]"
1x16_21.jpg,"[0, 0.3408203125, 0.45703125, 0.208984375, 0.25]"
1x16_22.jpg,"[0, 0.603515625, 0.76513671875, 0.23828125, 0.2607421875]"
1x16_23.jpg,"[0, 0.81884765625, 0.6962890625, 0.1728515625, 0.2578125]"
1x16_24.jpg,"[0, 0.5185546875, 0.37939453125, 0.255859375, 0.2958984375]"
1x17_0.jpg,"[0, 0.63134765625, 0.515625, 0.2880859375, 0.302734375]"
1x17_1.jpg,"[0, 0.43212890625, 0.56005859375, 0.2373046875, 0.2568359375]"
1x17_2.jpg,"[0, 0.35888671875, 0.4296875, 0.1435546875, 0.22265625]"
1x17_3.jpg,"[0, 0.15234375, 0.61279296875, 0.185546875, 0.2822265625]"
1x17_4.jpg,"[0, 0.28515625, 0.16455078125, 0.248046875, 0.2587890625]"
1x17_5.jpg,"[0, 0.3486328125, 0.45556640625, 0.107421875, 0.2060546875]"
1x17_6.jpg,"[0, 0.3486328125, 0.45556640625, 0.107421875, 0.2060546875]"
1x17_7.jpg,"[0, 0.34423828125, 0.47705078125, 0.1357421875, 0.2197265625]"
1x17_8.jpg,"[0, 0.64794921875, 0.4482421875, 0.1181640625, 0.2109375]"
1x17_9.jpg,"[0, 0.3828125, 0.39404296875, 0.1875, 0.2333984375]"
1x17_10.jpg,"[0, 0.357421875, 0.537109375, 0.232421875, 0.236328125]"
1x17_11.jpg,"[0, 0.25048828125, 0.56396484375, 0.1767578125, 0.2275390625]"
1x17_12.jpg,"[0, 0.611328125, 0.3896484375, 0.193359375, 0.232421875]"
1x17_13.jpg,"[0, 0.65283203125, 0.53466796875, 0.1943359375, 0.2333984375]"
1x17_14.jpg,"[0, 0.5390625, 0.68994140625, 0.15234375, 0.2412109375]"
1x17_15.jpg,"[0, 0.3486328125, 0.45556640625, 0.107421875, 0.2060546875]"
1x17_16.jpg,"[0, 0.38525390625, 0.3916015625, 0.1904296875, 0.232421875]"
1x17_17.jpg,"[0, 0.14990234375, 0.7353515625, 0.1416015625, 0.208984375]"
1x17_18.jpg,"[0, 0.361328125, 0.45166015625, 0.1328125, 0.2255859375]"
1x17_19.jpg,"[0, 0.697265625, 0.53955078125, 0.2890625, 0.2919921875]"
1x17_20.jpg,"[0, 0.65625, 0.51171875, 0.173828125, 0.23046875]"
1x17_21.jpg,"[0, 0.3486328125, 0.45556640625, 0.107421875, 0.2060546875]"
1x17_22.jpg,"[0, 0.4248046875, 0.48779296875, 0.21875, 0.2548828125]"
1x17_23.jpg,"[0, 0.3427734375, 0.486328125, 0.146484375, 0.22265625]"
1x17_24.jpg,"[0, 0.65283203125, 0.46630859375, 0.1220703125, 0.2138671875]"
1x18_0.jpg,"[0, 0.28564453125, 0.353515625, 0.2158203125, 0.228515625]"
1x18_1.jpg,"[0, 0.24951171875, 0.45947265625, 0.1064453125, 0.1982421875]"
1x18_2.jpg,"[0, 0.24951171875, 0.54052734375, 0.1630859375, 0.2216796875]"
1x18_3.jpg,"[0, 0.24853515625, 0.53125, 0.1572265625, 0.220703125]"
1x18_4.jpg,"[0, 0.74072265625, 0.42236328125, 0.1357421875, 0.2119140625]"
1x18_5.jpg,"[0, 0.80908203125, 0.5732421875, 0.1572265625, 0.22265625]"
1x18_6.jpg,"[0, 0.12841796875, 0.3525390625, 0.2138671875, 0.279296875]"
1x18_7.jpg,"[0, 0.90087890625, 0.330078125, 0.1962890625, 0.306640625]"
1x18_8.jpg,"[0, 0.24609375, 0.4921875, 0.130859375, 0.2109375]"
1x18_9.jpg,"[0, 0.71875, 0.37353515625, 0.169921875, 0.2236328125]"
1x18_10.jpg,"[0, 0.1923828125, 0.32666015625, 0.13671875, 0.2138671875]"
1x18_11.jpg,"[0, 0.21240234375, 0.59619140625, 0.1982421875, 0.2099609375]"
1x18_12.jpg,"[0, 0.26708984375, 0.3994140625, 0.1513671875, 0.21875]"
1x18_13.jpg,"[0, 0.18603515625, 0.49853515625, 0.1162109375, 0.2177734375]"
1x18_14.jpg,"[0, 0.75, 0.4609375, 0.107421875, 0.19921875]"
1x18_15.jpg,"[0, 0.24658203125, 0.49658203125, 0.1337890625, 0.2119140625]"
1x18_16.jpg,"[0, 0.71630859375, 0.369140625, 0.1728515625, 0.224609375]"
1x18_17.jpg,"[0, 0.24951171875, 0.45947265625, 0.1064453125, 0.1982421875]"
1x18_18.jpg,"[0, 0.75146484375, 0.47216796875, 0.1162109375, 0.2041015625]"
1x18_19.jpg,"[0, 0.75146484375, 0.47314453125, 0.1162109375, 0.2041015625]"
1x18_20.jpg,"[0, 0.234375, 0.525390625, 0.212890625, 0.244140625]"
1x18_21.jpg,"[0, 0.248046875, 0.5322265625, 0.158203125, 0.220703125]"
1x18_22.jpg,"[0, 0.2265625, 0.43310546875, 0.125, 0.2158203125]"
1x18_23.jpg,"[0, 0.25341796875, 0.44189453125, 0.1201171875, 0.2060546875]"
1x18_24.jpg,"[0, 0.271484375, 0.3896484375, 0.158203125, 0.220703125]"
1x19_0.jpg,"[0, 0.3212890625, 0.39208984375, 0.125, 0.2158203125]"
1x19_1.jpg,"[0, 0.53076171875, 0.482421875, 0.1337890625, 0.1875]"
1x19_2.jpg,"[0, 0.06787109375, 0.28271484375, 0.1357421875, 0.2529296875]"
1x19_3.jpg,"[0, 0.6796875, 0.39501953125, 0.12109375, 0.2138671875]"
1x19_4.jpg,"[0, 0.17236328125, 0.11962890625, 0.1845703125, 0.2392578125]"
1x19_5.jpg,"[0, 0.35888671875, 0.345703125, 0.1748046875, 0.23046875]"
1x19_6.jpg,"[0, 0.68798828125, 0.41064453125, 0.1044921875, 0.2060546875]"
1x19_7.jpg,"[0, 0.2724609375, 0.4580078125, 0.203125, 0.251953125]"
1x19_8.jpg,"[0, 0.68798828125, 0.41064453125, 0.1044921875, 0.2060546875]"
1x19_9.jpg,"[0, 0.197265625, 0.3408203125, 0.15625, 0.205078125]"
1x19_10.jpg,"[0, 0.29150390625, 0.4990234375, 0.1826171875, 0.23046875]"
1x19_11.jpg,"[0, 0.2978515625, 0.447265625, 0.140625, 0.22265625]"
1x19_12.jpg,"[0, 0.4462890625, 0.47998046875, 0.244140625, 0.2978515625]"
1x19_13.jpg,"[0, 0.7080078125, 0.49853515625, 0.181640625, 0.2314453125]"
1x19_14.jpg,"[0, 0.666015625, 0.3740234375, 0.14453125, 0.22265625]"
1x19_15.jpg,"[0, 0.7392578125, 0.3515625, 0.115234375, 0.228515625]"
1x19_16.jpg,"[0, 0.681640625, 0.39892578125, 0.1171875, 0.2119140625]"
1x19_17.jpg,"[0, 0.85888671875, 0.630859375, 0.2119140625, 0.24609375]"
1x19_18.jpg,"[0, 0.44140625, 0.7216796875, 0.181640625, 0.20703125]"
1x19_19.jpg,"[0, 0.2607421875, 0.45068359375, 0.1328125, 0.2333984375]"
1x19_20.jpg,"[0, 0.25390625, 0.40380859375, 0.12109375, 0.2314453125]"
1x19_21.jpg,"[0, 0.31005859375, 0.41357421875, 0.1083984375, 0.2080078125]"
1x19_22.jpg,"[0, 0.337890625, 0.3681640625, 0.150390625, 0.224609375]"
1x19_23.jpg,"[0, 0.51171875, 0.53271484375, 0.154296875, 0.2216796875]"
1x19_24.jpg,"[0, 0.57275390625, 0.12939453125, 0.2705078125, 0.2587890625]"
1x2_0.jpg,"[0, 0.2197265625, 0.6689453125, 0.365234375, 0.41015625]"
1x2_1.jpg,"[0, 0.107421875, 0.330078125, 0.21484375, 0.478515625]"
1x2_2.jpg,"[0, 0.21337890625, 0.6572265625, 0.3564453125, 0.40625]"
1x2_3.jpg,"[0, 0.81103515625, 0.400390625, 0.3759765625, 0.416015625]"
1x2_4.jpg,"[0, 0.626953125, 0.3984375, 0.732421875, 0.734375]"
1x2_6.jpg,"[0, 0.81689453125, 0.4208984375, 0.3623046875, 0.41015625]"
1x2_7.jpg,"[0, 0.181640625, 0.5751953125, 0.28125, 0.359375]"
